,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
beta_mice_m[5],1.3461041513542626,0.005735307599110878,0.1039731583846411,1.1356745943413944,1.2761735782291024,1.3499219143374963,1.4256115414853328,1.538289840977531,328.64652386142916,1.007353435679625
beta_mice_m[6],1.1849528082036374,0.016075234921059167,0.1023105088042389,1.032008578865651,1.1158693060959244,1.1739656328673709,1.2368419507653128,1.4534779174327146,40.50660381263745,1.0102406769324135
beta_mice_m[7],1.6157193557220577,0.0038466512012315635,0.09717236666041663,1.4135401395880682,1.553400631805563,1.624941635390963,1.675082617206879,1.7837224613872709,638.1458428353216,1.0034698987303412
beta_mice_m[8],1.3353405788833392,0.003542131555722132,0.08984629504440993,1.15608906897772,1.2741529999070202,1.3421902816225326,1.3918782540182817,1.524033663572991,643.3850601147899,1.0036848685717168
beta_mice_m[9],1.797521384603693,0.006831683220031147,0.11460429056527457,1.5919160302734203,1.7051160264415823,1.7959868613535575,1.8775786442353022,2.0339827035567497,281.4143981472177,1.0047203309076718
beta_mice_m[10],1.2920620204794908,0.004025494323885931,0.06993184693127598,1.1732165190473305,1.2386781923251367,1.2917634461283598,1.3402633275826692,1.4383417942542858,301.7946658084365,1.000130038805577
beta_mice_m[11],1.4999218981856997,0.004290346790201934,0.07780542495914618,1.3461504624446332,1.453739108444417,1.5053349023153542,1.5435723472864225,1.6547537429928756,328.8781059597765,1.0113802040397335
beta_mice_m[12],0.9714438503646042,0.004884486970454956,0.05220114950534313,0.8800543189443828,0.9333735389483354,0.9687560784476514,1.006274877888812,1.0835072847137177,114.21475756498431,1.0253745744383438
beta_mice_m[13],1.7330332043474457,0.00785634990254358,0.0886885461607885,1.577176558178701,1.6717251165790885,1.7393286692849526,1.7951451190805292,1.8958123619543803,127.43638292035044,1.0164074239398715
beta_mice_m[14],1.5936032760632595,0.003996680948360332,0.08961681697704052,1.409443101287724,1.5371710469678919,1.5877670614597497,1.65159438976082,1.7770823761314656,502.7824020275011,0.9992443105408482
beta_mice_m[15],1.6184832684748727,0.00982612251625083,0.12256411005499329,1.4167686860861715,1.5289684595382964,1.6199903268213856,1.7076615020971946,1.858595796972803,155.58305059201965,1.0126263204915444
beta_mice_m[16],1.0359226487469744,0.006087660021413573,0.07947011598560452,0.8831919066540235,0.9807933335767836,1.037720622816769,1.0944312167876535,1.1874988787450855,170.41464456471653,1.0244890465204979
beta_mice_m[17],1.4566901566531185,0.005287849578242302,0.11040730081537774,1.24646116563674,1.3902031151306413,1.4690385630871257,1.5221728540745008,1.6776646196100793,435.9507210778449,0.9995063793788784
beta_mice_m[18],1.256576856069672,0.005371755403213108,0.06736605103230499,1.1371158361072395,1.2062895123502368,1.2583062677475105,1.3087453456006575,1.3753873514297492,157.2713885604214,1.0049584527988935
beta_mice_m[19],1.4234096317157636,0.0032591102670664774,0.07696158802847348,1.2757335041490925,1.3698102364176956,1.425491736191125,1.4725259949546519,1.5774341474385227,557.634881169839,1.0046476663669626
beta_mice_m[20],1.4414928956181563,0.008999283818177918,0.12404235454418211,1.206740857305796,1.351742074996242,1.4459914889191101,1.538426571638875,1.6622075879183353,189.98709628275628,1.0047931524159588
beta_mice_m[21],1.9070577279983827,0.007921682487552682,0.09734901158325679,1.7206669905442122,1.8430274212572137,1.9058616388894087,1.975965622985161,2.067363450501428,151.01783160662973,1.004907016037637
beta_mice_m[22],1.7354257618584967,0.0031205741614672225,0.06484186692934696,1.6118211034409857,1.6885164106306658,1.737393878852524,1.7803032047727936,1.8625841857190233,431.7596020560753,0.9988527307293559
beta_mice_m[23],1.6787090704214287,0.004874666852287349,0.07502349917148918,1.5263976805082384,1.6290502280782506,1.6804970170926161,1.7320239991854018,1.8369252084224172,236.8671049490085,0.9997174439567864
beta_mice_m[24],1.318120887871664,0.0046151217818248555,0.09632335493418706,1.1243999557287425,1.250355439458225,1.312537911261207,1.3770317894590256,1.530072016285868,435.60902632155063,1.0000180408980044
beta_mice_m[25],1.29504879355033,0.00494246188622997,0.07454321541749509,1.147474156533064,1.2483567469885581,1.2972307475715024,1.3370208189704416,1.4397947386434191,227.47285910984888,1.0058263659987965
beta_mice_m[26],1.5801344259428243,0.012420502636539842,0.1129660917973573,1.3268778921890148,1.5095759058603913,1.5853006020830618,1.6568217079709162,1.7915663892989915,82.72139799545438,1.019494602124429
beta_mice_m[27],1.7176865024305432,0.0029298806683360967,0.07094926169564848,1.5769092397407671,1.6722153899789283,1.715867854315992,1.7635879829026653,1.8497378108889047,586.4026125532185,0.9988316639760819
beta_mice_m[28],1.2866942548222575,0.004624924737208735,0.09470587395459537,1.1029515083681904,1.2223692394498165,1.279317299465675,1.3583364891268679,1.4751919013584498,419.3189530899984,0.9986793338301069
beta_mice_m[29],1.5567807595760774,0.004388394891081799,0.10629641202899898,1.342007654254571,1.493000958647387,1.5601804618277575,1.6218094471161593,1.7751594965570754,586.7131325861635,1.0006026118851472
beta_mice_m[30],1.6298586764163792,0.005645341758945233,0.12850559575473217,1.3558393267347382,1.5511813293091519,1.637322239444687,1.7078538592459775,1.8799402318015321,518.1596632214219,0.9998113554374611
beta_mice_m[31],1.2027085682647785,0.008770128418032205,0.17025053032205886,0.8920512477958911,1.09273526204929,1.1880946923886675,1.2997090192648668,1.554367119829436,376.8469819611804,1.0074080417814941
beta_mice_m[32],1.505211100043467,0.01004507283256718,0.16243944469431013,1.1822066543921235,1.3892764531115287,1.5072570131603638,1.618154480738236,1.809422199650366,261.50308240352615,1.0016480114362762
beta_mice_m[33],1.1190891625966488,0.004986491763455212,0.09296377101439579,0.9570459998325714,1.0552251549517007,1.1095095360455351,1.1779091121325609,1.3281300644615461,347.5659733532194,1.0075247702081533
beta_mice_m[34],1.595167835837865,0.005791799673991226,0.13466721488790503,1.3050010962935223,1.5085868117325871,1.6010971744644364,1.672402278459995,1.8744169732648097,540.6257066827287,0.9999201751702121
beta_mice_m[35],1.164396050335528,0.00550124433315085,0.09733464176711443,0.9869652656984206,1.0967005848061835,1.1604226845787395,1.2279122886402798,1.3781438032535793,313.0494904717443,0.9987633509290967
