,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alphas[2443],0.9015506422455432,0.006074945689075126,0.1955645601987165,0.5535654044675001,0.7660793565326891,0.895195881259506,1.0214657308408963,1.3283140264049942,1036.3238950628124,1.0042182572415999
alphas[2444],0.777380062153395,0.0056706357350362,0.20512828662454582,0.3701392299359013,0.6543340132330032,0.7679390015330977,0.9040085391018036,1.2218364384532197,1308.541811969514,1.000481126715731
alphas[2445],0.6462622592104287,0.008035079221324664,0.20394080720025595,0.2525693831933984,0.49939452299428083,0.6456281724152135,0.7864340114064827,1.029992574498177,644.2107116364049,1.0010979235319566
alphas[2446],0.7719320668569303,0.005914836211460155,0.20681197609074475,0.3558634369975879,0.6343617095638309,0.7725940859861913,0.906096668010157,1.189320296553219,1222.5480086891891,0.9995135447804726
alphas[2447],0.622357367752786,0.009120224250208562,0.20674957445929135,0.23830188431636626,0.4813322097632651,0.620993587964457,0.7569820988197078,1.022427581440004,513.8995231441709,1.0031984058925882
alphas[2448],0.5596056862680675,0.00587199523864351,0.2162088593667238,0.15493129269906478,0.4141796060369405,0.5486009834656465,0.6912421675851883,1.0391026045932696,1355.7374151604727,1.00073459152088
alphas[2449],0.29232910088300285,0.007257020514128819,0.16980255099624733,0.021223911490521396,0.1572688393727662,0.27690226746247726,0.4029170474322995,0.6618525246593082,547.4843629185755,1.0064437865995464
alphas[2450],0.6298612469602103,0.004367423223951043,0.17217224096702752,0.30351581245688386,0.5183649757136485,0.6228457928215138,0.7374512659533429,0.9911395274793102,1554.0883546478435,1.0008536792758869
alphas[2451],0.6319877125207475,0.006063018392103662,0.18024665584522898,0.3029042263301088,0.5070503708858092,0.6247154584427754,0.7452343522133063,1.0037079935847317,883.8054198158742,1.0013002221618212
alphas[2452],0.6097055728054163,0.004630559165185779,0.15690511901177354,0.32985004462222883,0.49920178140055577,0.5978157816237322,0.7109283755779691,0.9443349856887195,1148.173053134259,0.9997601739578109
alphas[2453],0.38525798318755355,0.004584589756591646,0.14171472867803364,0.1241856456353837,0.28217186967283503,0.38012655030447595,0.47940547025814845,0.6774500220010586,955.4963223789206,1.00384187539264
alphas[2454],0.8635836068621936,0.005617181443766153,0.18478917464443878,0.5264620782557432,0.7376872170485869,0.8501348663489172,0.9763912572855689,1.2534265927191126,1082.221472108576,1.002793527715206
alphas[2455],0.596721955691538,0.00417351920444008,0.1508807316738822,0.3273797837002756,0.4920288415634813,0.5921813784626875,0.6921713465911168,0.9112712075284847,1306.9613071521885,0.9998334869711583
alphas[2456],0.817918728793311,0.006029713895682812,0.19647240243606473,0.4536180450124178,0.6871271520517116,0.8118540421508169,0.943241554756184,1.2231693171843416,1061.7192700797002,1.0014107593178894
alphas[2457],0.6543643958229317,0.00619742198443846,0.21009628610939562,0.2732604558639988,0.5057062025556471,0.6470361111492633,0.7831314737079267,1.0979458637421131,1149.2502688296465,1.0017716769425435
alphas[2458],0.778076609393901,0.0041688602734311336,0.1473395405762754,0.5149846842093027,0.6778785397440196,0.7707901921126057,0.8736840346657148,1.0963330055293858,1249.1193734793417,1.0029399345689112
alphas[2459],0.48574974358526773,0.0062836445585454925,0.198031724882433,0.12421636822641358,0.3482740468738206,0.4754634840032844,0.6152033855998162,0.8866800134240747,993.2219735184117,1.002228601785299
alphas[2460],0.5152453483402969,0.009063841904216767,0.195491977851734,0.14539259180501,0.3764367067914097,0.5026788096260076,0.6494602659242963,0.9234084975362171,465.19307121965517,1.0069322477747198
alphas[2461],0.6704433968683369,0.004954785058402719,0.17868851237415628,0.35355252583014735,0.5420276964164085,0.6509625805269015,0.7918039137729691,1.0434949223441243,1300.5996354380304,1.0004681165052127
alphas[2462],0.5261382625516444,0.013737450307431344,0.22707542971953107,0.0715921590335753,0.3723414015748205,0.5166402886820721,0.6784433071372014,0.9882481268771752,273.2297725106785,1.0023721163483799
alphas[2463],0.6267482338582184,0.004415521885074022,0.1650705688875396,0.3377813002624056,0.5113960309636952,0.6191017620450776,0.7355603711007175,0.9724505946046473,1397.5752877155076,1.0042373938064038
alphas[2464],0.6491012854123097,0.005561100930456186,0.2040926885674038,0.2802644564904329,0.5092426982422744,0.6383323842929125,0.7795578934943499,1.0638865930679375,1346.893754008061,1.0006380083918656
alphas[2465],0.5350238708588367,0.0054808504793759155,0.2063202059821193,0.16341769109964735,0.39181064532369914,0.5194034309520663,0.6644101317036748,0.9855220718951121,1417.057968402853,1.000185241954943
alphas[2466],0.6030039247001834,0.005201191217984997,0.18402608476314594,0.2809095536392866,0.46876640998378916,0.5949973095447948,0.7206700854850587,0.9956591784955062,1251.852415462658,1.000064916018281
alphas[2467],0.6220287310587821,0.006801299601313936,0.2080350984155527,0.2499689115350417,0.4774648055778323,0.6116515106349764,0.7570217671413317,1.0704120832003676,935.5982761243799,0.9990560313528039
alphas[2468],0.4178323623882764,0.009265543003207111,0.20307853249424385,0.03776030906110106,0.26977301153186894,0.41916298836353194,0.5568745839343452,0.8337805976883799,480.3815075272385,1.001403997645028
alphas[2469],0.3693684814642806,0.008640183794190534,0.19550512532929684,0.04384118011950345,0.22196317890910572,0.36008215506831287,0.5016377724686643,0.767620766301714,512.0004382872379,1.0144785276117023
alphas[2470],0.4785206203863795,0.006782364730716334,0.19456913337817988,0.08655307067487682,0.34218740093356637,0.47363192341803967,0.6155401283906639,0.8692171900997752,822.9730383269895,0.9987831964343861
alphas[2471],0.5902467731415764,0.005464485171973915,0.19268553855207007,0.25545566901573175,0.4572778272050819,0.5763409559493544,0.7167029129751987,0.9825817203211604,1243.3681510661363,1.0010410113631434
alphas[2472],0.3693716633577658,0.007343497757699714,0.18776798082074012,0.05529070463859488,0.22963749621367516,0.36035614512418934,0.4933113571634241,0.7665990461117556,653.7882919380672,1.0046554138635457
alphas[2473],0.5564669602708112,0.007320329088831478,0.23942538332553098,0.13070217235908593,0.38571107954994804,0.5467309734756205,0.7082828384183184,1.0597118548890996,1069.7423070919942,1.0001389871577449
alphas[2474],0.3923137043036909,0.010880388488106454,0.21332986687145938,0.040614178372216536,0.23135216150361054,0.3694660086600098,0.5406787844695197,0.8374281386639127,384.42756442693513,1.0100229402476741
alphas[2475],0.4375942589477748,0.0086864708743255,0.22659468336828917,0.05442694564133515,0.2744091773580089,0.4302042837465572,0.583371086502507,0.8995201361367302,680.4758172009214,0.9993349260178139
alphas[2476],0.3974665075857115,0.008225612272559739,0.22107483570399242,0.035224092358136685,0.22566657576912383,0.38982525315228045,0.5486498106095886,0.8603095344208362,722.3408117541662,1.002594018469081
alphas[2477],0.2668839415686516,0.006646153694715718,0.18372663994710747,0.019652882044794588,0.12976283036185424,0.2338564539186141,0.36858374952124573,0.7063397677276123,764.1937907515227,1.0033241557290693
alphas[2478],0.32270568450993065,0.008073819831200457,0.20188257448767,0.011639884831704516,0.16899616056609934,0.302490754682287,0.45413533573992526,0.7861533652519217,625.2296441714373,1.0015171051282972
alphas[2479],0.508638357023209,0.00830893638937471,0.23478607455267717,0.06935457193843345,0.3449084422724467,0.4969670207670329,0.658249418692892,0.9977930704839579,798.4611709212262,1.0050965490194037
